employee_id,employee_name,gender,age,department,designation,store_id,warehouse_id,join_date,salary
710,Bhumika Nambiar,Female,28,Sales,Store Manager,44,null,2023-02-14,67500.00
711,Hitesh Pillai,Male,26,Sales,Sales Executive,44,null,2023-12-04,26500.00
712,Aarav Sehgal,Male,34,Sales,Sales Executive,44,null,2023-01-14,28000.00
713,Karan Qureshi,Male,28,Sales,Sales Executive,44,null,2023-03-10,28000.00
714,Radhika Patel,Female,30,Sales,Sales Executive,44,null,2023-07-12,29500.00
715,Rohan Naidu,Male,33,Sales,Sales Executive,44,null,2023-10-23,27000.00
716,Omkar Sharma,Male,30,Sales,Sales Executive,44,null,2023-10-20,27000.00
717,Palak Gill,Female,30,Sales,Sales Executive,44,null,2023-11-24,27000.00
718,Dhruv Khan,Male,35,Sales,Sales Executive,44,null,2023-09-11,29500.00
719,Juhi Naidu,Female,28,Sales,Sales Executive,44,null,2023-10-23,28000.00
720,Abhinav Chopra,Male,35,Sales,Sales Executive,44,null,2023-05-22,28500.00
721,Mansi Bajaj,Female,32,Sales,Sales Executive,44,null,2023-04-30,28000.00
722,Lakshay Nair,Male,31,Sales,Sales Executive,44,null,2023-02-13,29000.00
723,Gauri Chatterjee,Female,29,Sales,Sales Executive,44,null,2023-01-16,29500.00
724,Samar Puri,Male,31,Sales,Sales Executive,44,null,2023-10-26,28500.00
725,Kabir Mirza,Male,26,Sales,Cashier,44,null,2023-01-23,22500.00
726,Tanvi Sehgal,Female,30,Sales,Cashier,44,null,2023-08-11,22500.00
727,Abhinav Mukherjee,Male,34,Sales,Cashier,44,null,2023-06-29,22500.00
728,Anika Chauhan,Female,30,Sales,Cashier,44,null,2023-10-26,22000.00
729,Yash Mirza,Male,29,Sales,Store Manager,45,null,2024-02-17,67500.00
730,Kiara Nair,Female,39,Sales,Sales Executive,45,null,2024-03-01,30000.00
731,Vivaan Dubey,Male,27,Sales,Sales Executive,45,null,2024-09-19,26500.00
732,Uday Goyal,Male,41,Sales,Sales Executive,45,null,2024-03-24,28500.00
733,Geetika Tiwari,Female,33,Sales,Sales Executive,45,null,2024-09-29,28500.00
734,Tanya Prasad,Female,37,Sales,Sales Executive,45,null,2024-04-12,28000.00
735,Vijay Krishnan,Male,27,Sales,Sales Executive,45,null,2024-11-21,26000.00
736,Karan Thomas,Male,45,Sales,Sales Executive,45,null,2024-01-29,29000.00
737,Pranav Khan,Male,30,Sales,Sales Executive,45,null,2024-10-22,26500.00
738,Kriti Bajaj,Female,43,Sales,Sales Executive,45,null,2024-04-23,28500.00
739,Imran Puri,Male,31,Sales,Sales Executive,45,null,2024-11-24,26500.00
740,Farhan Kumar,Male,38,Sales,Sales Executive,45,null,2024-05-13,30000.00
741,Tushar Qureshi,Male,29,Sales,Sales Executive,45,null,2024-11-11,26000.00
742,Vijay Thomas,Male,40,Sales,Sales Executive,45,null,2024-06-28,29000.00
743,Vijay Mishra,Male,28,Sales,Sales Executive,45,null,2024-12-28,26500.00
744,Upasana Mirza,Female,27,Sales,Cashier,45,null,2024-09-08,21500.00
745,Uday Subramanian,Male,43,Sales,Cashier,45,null,2024-04-05,22000.00
746,Sanjay Siddiqui,Male,29,Sales,Cashier,45,null,2024-12-30,21500.00
747,Jatin Sehgal,Male,40,Sales,Cashier,45,null,2024-02-29,22000.00
748,Avi Prasad,Male,28,Sales,Store Manager,46,null,2023-09-04,70000.00
749,Bhumika Verma,Female,32,Sales,Sales Executive,46,null,2023-08-30,29000.00
750,Rajat Puri,Male,27,Sales,Sales Executive,46,null,2023-10-09,28500.00
751,Bhavna Ali,Female,32,Sales,Sales Executive,46,null,2023-09-24,28500.00
752,Dev Verma,Male,32,Sales,Sales Executive,46,null,2023-09-26,28000.00
753,Trisha Nambiar,Female,31,Sales,Sales Executive,46,null,2023-04-15,28000.00
754,Geet Qureshi,Other,29,Sales,Sales Executive,46,null,2023-02-26,29500.00
755,Harshil Ahuja,Male,30,Sales,Sales Executive,46,null,2023-04-29,29500.00
756,Bhavna Yadav,Female,30,Sales,Sales Executive,46,null,2023-04-13,27500.00
757,Pranav Verma,Male,30,Sales,Sales Executive,46,null,2023-05-17,29000.00
758,Hina Goyal,Female,32,Sales,Sales Executive,46,null,2023-10-30,27000.00
759,Yash Shetty,Male,28,Sales,Sales Executive,46,null,2023-08-08,28500.00
760,Kabir Ansari,Male,26,Sales,Sales Executive,46,null,2023-04-25,28000.00
761,Vijay Kaur,Male,30,Sales,Sales Executive,46,null,2023-03-08,27500.00
762,Manav Rao,Male,27,Sales,Sales Executive,46,null,2023-12-10,28000.00
763,Mansi Kapoor,Female,31,Sales,Cashier,46,null,2023-03-24,21500.00
764,Kiara Sethi,Female,26,Sales,Cashier,46,null,2023-09-11,21000.00
765,Diya Chatterjee,Female,28,Sales,Cashier,46,null,2023-07-08,22000.00
766,Rashi Joshi,Female,30,Sales,Cashier,46,null,2023-01-07,23000.00
767,Jhanvi Bose,Female,28,Sales,Store Manager,47,null,2022-07-12,70000.00
768,Nikhil Chopra,Male,23,Sales,Sales Executive,47,null,2021-12-24,29500.00
769,Shalini Thakur,Female,23,Sales,Sales Executive,47,null,2022-10-26,27500.00
770,Dev Sinha,Male,24,Sales,Sales Executive,47,null,2022-12-26,27500.00
771,Urvi Bose,Female,23,Sales,Sales Executive,47,null,2022-07-26,28500.00
772,Jatin Sinha,Male,25,Sales,Sales Executive,47,null,2022-12-03,27000.00
773,Kiara Mahajan,Female,24,Sales,Sales Executive,47,null,2021-10-23,28000.00
774,Ishita Bose,Female,28,Sales,Sales Executive,47,null,2022-05-31,29000.00
775,Zoya Ali,Female,30,Sales,Sales Executive,47,null,2022-07-08,28000.00
776,Ira Mukherjee,Female,29,Sales,Sales Executive,47,null,2022-02-05,28500.00
777,Uday Ali,Male,24,Sales,Sales Executive,47,null,2022-11-16,28000.00
778,Aryan Chopra,Male,32,Sales,Sales Executive,47,null,2022-02-07,31000.00
779,Hina Malhotra,Female,25,Sales,Cashier,47,null,2021-07-09,22500.00
780,Darshan Naidu,Male,35,Sales,Cashier,47,null,2022-02-11,24000.00
781,Chirag Patel,Male,35,Sales,Cashier,47,null,2022-03-03,23500.00
782,Parth Nambiar,Male,28,Sales,Store Manager,48,null,2025-11-14,65500.00
783,Harshil Rana,Male,37,Sales,Sales Executive,48,null,2025-12-09,26000.00
784,Mansi Bhat,Female,53,Sales,Sales Executive,48,null,2025-06-22,30000.00
785,Pranav Qureshi,Male,54,Sales,Sales Executive,48,null,2025-04-24,30500.00
786,Gauri Kulkarni,Female,49,Sales,Sales Executive,48,null,2025-04-30,29500.00
787,Aarav George,Male,59,Sales,Sales Executive,48,null,2025-03-14,31500.00
788,Jay Siddiqui,Male,47,Sales,Sales Executive,48,null,2025-01-01,30000.00
789,Tushar Goyal,Male,54,Sales,Sales Executive,48,null,2025-06-25,30000.00
790,Fatima Rana,Female,36,Sales,Sales Executive,48,null,2025-12-09,27000.00
791,Dhruv Bose,Male,47,Sales,Sales Executive,48,null,2025-04-17,28500.00
792,Parth Chatterjee,Male,51,Sales,Sales Executive,48,null,2025-04-03,29000.00
793,Kabir Ali,Male,50,Sales,Sales Executive,48,null,2025-05-02,28500.00
794,Geetika Khanna,Female,60,Sales,Cashier,48,null,2025-05-30,24000.00
795,Rajiv Jain,Male,55,Sales,Cashier,48,null,2025-05-07,22500.00
796,Jai Tripathi,Male,46,Sales,Cashier,48,null,2025-06-13,21500.00
797,Anirudh Naidu,Male,28,Sales,Store Manager,49,null,2023-02-19,69500.00
798,Harshil Desai,Male,31,Sales,Sales Executive,49,null,2023-05-07,27500.00
799,Imran Qureshi,Male,32,Sales,Sales Executive,49,null,2023-05-30,28500.00
800,Deepika Fernandes,Female,32,Sales,Sales Executive,49,null,2023-08-13,27500.00
801,Saanvi Prasad,Female,26,Sales,Sales Executive,49,null,2023-03-15,27500.00
802,Harshil George,Male,26,Sales,Sales Executive,49,null,2023-01-05,28000.00
803,Uday Kumar,Male,32,Sales,Sales Executive,49,null,2023-10-04,28500.00
804,Imran Tyagi,Male,29,Sales,Sales Executive,49,null,2023-04-06,28000.00
805,Kavya Mahajan,Female,31,Sales,Sales Executive,49,null,2023-06-12,27500.00
806,Ishani Ghosh,Female,31,Sales,Sales Executive,49,null,2023-09-17,29000.00
807,Lavanya Iyer,Female,29,Sales,Sales Executive,49,null,2023-07-04,29000.00
808,Neil Khan,Male,28,Sales,Sales Executive,49,null,2023-08-25,28500.00
809,Mayank Fernandes,Male,26,Sales,Cashier,49,null,2023-12-12,22000.00
810,Chirag Gill,Male,29,Sales,Cashier,49,null,2023-12-30,21500.00
811,Naman Rana,Male,33,Sales,Cashier,49,null,2023-07-06,22500.00
812,Nikhil Siddiqui,Male,29,Sales,Store Manager,50,null,2023-02-27,69000.00
813,Jay Sethi,Male,32,Sales,Sales Executive,50,null,2023-01-10,28500.00
814,Vijay George,Male,32,Sales,Sales Executive,50,null,2023-02-11,27500.00
815,Imran Ansari,Male,26,Sales,Sales Executive,50,null,2023-04-11,28000.00
816,Nihar Tripathi,Other,35,Sales,Sales Executive,50,null,2023-07-20,29000.00
817,Jai Mathew,Male,30,Sales,Sales Executive,50,null,2023-11-06,29000.00
818,Darshan Puri,Male,33,Sales,Sales Executive,50,null,2023-02-04,30000.00
819,Rishabh Chopra,Male,30,Sales,Sales Executive,50,null,2023-05-07,27500.00
820,Nikhil Roy,Male,32,Sales,Sales Executive,50,null,2023-01-25,29500.00
821,Diya Arora,Female,27,Sales,Sales Executive,50,null,2023-09-24,28000.00
822,Kavya Desai,Female,32,Sales,Sales Executive,50,null,2023-08-18,27500.00
823,Karan Yadav,Male,35,Sales,Sales Executive,50,null,2023-12-31,29500.00
824,Kriti Suri,Female,32,Sales,Cashier,50,null,2023-01-27,23000.00
825,Rohan Puri,Male,32,Sales,Cashier,50,null,2023-11-12,22500.00
826,Bhumika Mirza,Female,34,Sales,Store Manager,51,null,2022-09-25,72500.00
827,Vani Nambiar,Other,25,Sales,Sales Executive,51,null,2022-08-31,28500.00
828,Trisha Chatterjee,Female,22,Sales,Sales Executive,51,null,2022-11-01,27000.00
829,Yash Ansari,Male,23,Sales,Sales Executive,51,null,2022-08-13,29000.00
830,Yash Desai,Male,24,Sales,Sales Executive,51,null,2022-10-12,28500.00
831,Jai Agarwal,Male,29,Sales,Sales Executive,51,null,2022-02-08,30000.00
832,Sameer Mishra,Male,23,Sales,Sales Executive,51,null,2022-08-07,28500.00
833,Vijay Ghosh,Male,25,Sales,Sales Executive,51,null,2022-10-15,29500.00
834,Jay Sharma,Male,32,Sales,Sales Executive,51,null,2022-03-13,29000.00
835,Gauri Prasad,Female,27,Sales,Sales Executive,51,null,2022-05-07,28500.00
836,Tushar Mirza,Male,29,Sales,Sales Executive,51,null,2022-06-16,28500.00
837,Harini Verma,Female,24,Sales,Sales Executive,51,null,2022-08-28,29000.00
838,Siddharth Sehgal,Male,24,Sales,Sales Executive,51,null,2022-10-15,28500.00
839,Eshan Goel,Male,23,Sales,Sales Executive,51,null,2022-08-22,28000.00
840,Yamini Dubey,Female,28,Sales,Sales Executive,51,null,2022-06-18,29000.00
841,Neil Mukherjee,Male,33,Sales,Cashier,51,null,2022-01-27,23000.00
842,Varun Kulkarni,Male,22,Sales,Cashier,51,null,2022-08-15,21500.00
843,Avi Subramanian,Male,33,Sales,Cashier,51,null,2022-06-27,22500.00
844,Ritvik Jain,Male,28,Sales,Cashier,51,null,2022-01-25,23500.00
845,Hina Nambiar,Female,35,Sales,Store Manager,52,null,2024-03-20,71500.00
846,Deepika Bose,Female,39,Sales,Sales Executive,52,null,2024-08-19,29500.00
847,Siddharth Joshi,Male,44,Sales,Sales Executive,52,null,2024-03-25,28500.00
848,Garima Mirza,Female,41,Sales,Sales Executive,52,null,2024-08-14,29500.00
849,Rajat Raman,Male,43,Sales,Sales Executive,52,null,2024-03-27,29500.00
850,Sanjay Sinha,Male,37,Sales,Sales Executive,52,null,2024-04-17,28500.00
851,Akshay Sharma,Male,45,Sales,Sales Executive,52,null,2024-02-10,30000.00
852,Aarav Chauhan,Male,43,Sales,Sales Executive,52,null,2024-05-20,29500.00
853,Jai Qureshi,Male,29,Sales,Sales Executive,52,null,2024-10-07,28000.00
854,Garima Kulkarni,Female,44,Sales,Sales Executive,52,null,2024-07-13,28500.00
855,Farhan Ansari,Male,41,Sales,Sales Executive,52,null,2024-04-26,30000.00
856,Naman Naidu,Male,44,Sales,Sales Executive,52,null,2024-05-14,28500.00
857,Arjun Ghosh,Male,41,Sales,Sales Executive,52,null,2024-05-06,29000.00
858,Rajat Mukherjee,Male,39,Sales,Sales Executive,52,null,2024-07-03,29000.00
859,Lavanya Prasad,Female,38,Sales,Sales Executive,52,null,2024-03-29,28000.00
860,Trisha Fernandes,Female,43,Sales,Cashier,52,null,2024-07-21,23000.00
861,Zoya Banerjee,Female,38,Sales,Cashier,52,null,2024-06-30,22000.00
862,Chirag Ghosh,Male,43,Sales,Cashier,52,null,2024-05-13,21500.00
863,Madhav Gupta,Male,36,Sales,Cashier,52,null,2024-04-27,22500.00
864,Trisha Khan,Female,35,Sales,Store Manager,53,null,2024-10-26,70500.00
865,Naina Dutta,Female,44,Sales,Sales Executive,53,null,2024-02-06,30000.00
866,Aditya Nambiar,Male,30,Sales,Sales Executive,53,null,2024-12-22,26000.00
867,Ojasvi Naidu,Female,39,Sales,Sales Executive,53,null,2024-07-07,28500.00
868,Riya Puri,Female,45,Sales,Sales Executive,53,null,2024-02-19,29000.00
869,Meera Menon,Female,41,Sales,Sales Executive,53,null,2024-06-08,28000.00
870,Chirag Rao,Male,42,Sales,Sales Executive,53,null,2024-04-07,30000.00
871,Krish Bhat,Male,26,Sales,Sales Executive,53,null,2024-11-11,27000.00
872,Sanjay Sehgal,Male,40,Sales,Sales Executive,53,null,2024-07-12,27500.00
873,Inder Arora,Other,45,Sales,Sales Executive,53,null,2024-07-06,30500.00
874,Bharat Mahajan,Male,41,Sales,Sales Executive,53,null,2024-05-24,28500.00
875,Dhruv Ansari,Male,32,Sales,Sales Executive,53,null,2024-09-12,27500.00
876,Anika Roy,Female,39,Sales,Sales Executive,53,null,2024-05-10,27500.00
877,Aditya Gill,Male,41,Sales,Sales Executive,53,null,2024-07-12,29000.00
878,Aarohi Chatterjee,Female,45,Sales,Sales Executive,53,null,2024-02-06,28500.00
879,Vidhi Ali,Female,27,Sales,Cashier,53,null,2024-09-02,21000.00
880,Tejas Arora,Male,45,Sales,Cashier,53,null,2024-07-22,22000.00
881,Ajay Mishra,Male,29,Sales,Cashier,53,null,2024-09-11,21000.00
882,Kiara Prasad,Female,39,Sales,Cashier,53,null,2024-07-17,22000.00
883,Ira Mirza,Female,34,Sales,Store Manager,54,null,2021-07-11,75500.00
884,Eshan Gill,Male,24,Sales,Sales Executive,54,null,2021-04-07,29000.00
885,Mahima Nambiar,Female,24,Sales,Sales Executive,54,null,2021-03-31,29000.00
886,Hitesh Mahajan,Male,24,Sales,Sales Executive,54,null,2021-11-24,29000.00
887,Jatin Subramanian,Male,25,Sales,Sales Executive,54,null,2021-06-26,29500.00
888,Lakshay Desai,Male,24,Sales,Sales Executive,54,null,2021-10-21,27500.00
889,Gaurav Bose,Male,23,Sales,Sales Executive,54,null,2021-05-16,28000.00
890,Ishani Malhotra,Female,24,Sales,Sales Executive,54,null,2021-10-02,29500.00
891,Urvi Naidu,Female,24,Sales,Sales Executive,54,null,2021-04-16,30500.00
892,Aadesh Prasad,Male,23,Sales,Sales Executive,54,null,2021-04-28,30000.00
893,Akhil Thomas,Male,24,Sales,Sales Executive,54,null,2021-05-10,29500.00
894,Naina Rana,Female,25,Sales,Sales Executive,54,null,2021-07-17,28500.00
895,Rajiv George,Male,24,Sales,Sales Executive,54,null,2021-06-24,28500.00
896,Leena Puri,Female,25,Sales,Sales Executive,54,null,2021-06-08,29000.00
897,Naman Chauhan,Male,25,Sales,Sales Executive,54,null,2021-09-26,28500.00
898,Avi Sharma,Male,23,Sales,Cashier,54,null,2021-03-31,22500.00
899,Varun Goyal,Male,24,Sales,Cashier,54,null,2021-12-03,22500.00
900,Tanya Iyer,Female,25,Sales,Cashier,54,null,2021-07-29,23000.00
901,Eshan Menon,Male,24,Sales,Cashier,54,null,2021-11-06,22500.00
902,Abhinav Malhotra,Male,33,Sales,Store Manager,55,null,2023-01-14,69500.00
903,Mansi Raman,Female,27,Sales,Sales Executive,55,null,2023-04-02,29000.00
904,Vivaan Menon,Male,34,Sales,Sales Executive,55,null,2023-08-08,29500.00
905,Akhil Kulkarni,Male,26,Sales,Sales Executive,55,null,2023-10-24,26500.00
906,Akshay Mehta,Male,29,Sales,Sales Executive,55,null,2023-12-05,27500.00
907,Jatin Hegde,Male,30,Sales,Sales Executive,55,null,2023-11-23,27000.00
908,Charu Krishnan,Female,26,Sales,Sales Executive,55,null,2023-12-20,27000.00
909,Fatima Thakur,Female,31,Sales,Sales Executive,55,null,2023-08-04,27000.00
910,Charu Bose,Female,33,Sales,Sales Executive,55,null,2023-05-13,30000.00
911,Darshan Mahajan,Male,29,Sales,Sales Executive,55,null,2023-07-06,28000.00
912,Sameer Shetty,Male,32,Sales,Sales Executive,55,null,2023-03-01,28000.00
913,Farhan Mukherjee,Male,30,Sales,Sales Executive,55,null,2023-08-04,28000.00
914,Komal Sharma,Female,31,Sales,Cashier,55,null,2023-09-02,22000.00
915,Avi Dubey,Male,33,Sales,Cashier,55,null,2023-11-25,22500.00
916,Diya Das,Female,29,Sales,Cashier,55,null,2023-06-21,21500.00
917,Abhinav Yadav,Male,32,Sales,Store Manager,56,null,2024-04-20,70000.00
918,Omkar George,Male,36,Sales,Sales Executive,56,null,2024-07-30,29000.00
919,Vivaan Srivastava,Male,45,Sales,Sales Executive,56,null,2024-01-25,29500.00
920,Madhav Srivastava,Male,41,Sales,Sales Executive,56,null,2024-05-24,28500.00
921,Saumya Bhat,Female,36,Sales,Sales Executive,56,null,2024-06-09,28500.00
922,Gaurav Gill,Male,38,Sales,Sales Executive,56,null,2024-04-11,28500.00
923,Lakshay Kaur,Male,30,Sales,Sales Executive,56,null,2024-12-23,26500.00
924,Ira D'Souza,Female,39,Sales,Sales Executive,56,null,2024-07-11,27500.00
925,Varun Krishnan,Male,26,Sales,Sales Executive,56,null,2024-10-25,25500.00
926,Zoya Thakur,Female,30,Sales,Sales Executive,56,null,2024-11-27,26000.00
927,Tushar Ghosh,Male,34,Sales,Sales Executive,56,null,2024-10-14,28500.00
928,Aanya Tripathi,Female,43,Sales,Sales Executive,56,null,2024-04-06,30000.00
929,Sameer Ahuja,Male,36,Sales,Cashier,56,null,2024-06-13,21500.00
930,Rajat Tyagi,Male,32,Sales,Cashier,56,null,2024-09-30,21500.00
931,Omkar Saxena,Male,37,Sales,Cashier,56,null,2024-02-28,22000.00
932,Tanya Pillai,Female,34,Sales,Store Manager,57,null,2025-11-05,66500.00
933,Neil Sinha,Male,42,Sales,Sales Executive,57,null,2025-11-10,27000.00
934,Geetika Malhotra,Female,45,Sales,Sales Executive,57,null,2025-09-20,27500.00
935,Harshil Tyagi,Male,43,Sales,Sales Executive,57,null,2025-08-09,27000.00
936,Akhil Mahajan,Male,41,Sales,Sales Executive,57,null,2025-12-08,27000.00
937,Juhi Roy,Female,43,Sales,Sales Executive,57,null,2025-12-14,28500.00
938,Tushar Agarwal,Male,42,Sales,Sales Executive,57,null,2025-11-10,27000.00
939,Radhika Shetty,Female,38,Sales,Sales Executive,57,null,2025-12-28,26000.00
940,Vaishnavi Verma,Female,36,Sales,Sales Executive,57,null,2025-09-21,26000.00
941,Samar Yadav,Male,42,Sales,Sales Executive,57,null,2025-09-26,28500.00
942,Bhavna Malhotra,Female,38,Sales,Sales Executive,57,null,2025-12-13,28000.00
943,Leena Gill,Female,38,Sales,Sales Executive,57,null,2025-10-09,26500.00
944,Naman D'Souza,Male,39,Sales,Sales Executive,57,null,2025-09-15,27000.00
945,Kabir Qureshi,Male,36,Sales,Sales Executive,57,null,2025-11-04,27000.00
946,Hemant Subramanian,Male,42,Sales,Cashier,57,null,2025-09-10,21000.00
947,Taj Suri,Other,36,Sales,Cashier,57,null,2025-12-02,21500.00
948,Madhav Malhotra,Male,36,Sales,Cashier,57,null,2025-09-04,21000.00
949,Divya Goel,Female,31,Sales,Store Manager,58,null,2025-09-10,66000.00
950,Kanika Thakur,Female,42,Sales,Sales Executive,58,null,2025-12-30,27500.00
951,Siddharth Khan,Male,48,Sales,Sales Executive,58,null,2025-05-30,29500.00
952,Aadesh Agarwal,Male,45,Sales,Sales Executive,58,null,2025-09-20,29000.00
953,Esha Khan,Female,58,Sales,Sales Executive,58,null,2025-05-08,29000.00
954,Ishaan Qureshi,Male,53,Sales,Sales Executive,58,null,2025-06-26,29500.00
955,Uday Thomas,Male,37,Sales,Sales Executive,58,null,2025-07-18,27000.00
956,Bharat Pandey,Male,43,Sales,Sales Executive,58,null,2025-10-12,27000.00
957,Parth Prasad,Male,56,Sales,Sales Executive,58,null,2025-05-06,31000.00
958,Rishi Siddiqui,Other,45,Sales,Sales Executive,58,null,2025-10-23,27000.00
959,Madhav Sandhu,Male,57,Sales,Sales Executive,58,null,2025-06-02,29000.00
960,Daya Malhotra,Other,50,Sales,Sales Executive,58,null,2025-06-29,28500.00
961,Deepti Goel,Other,45,Sales,Sales Executive,58,null,2025-10-26,27000.00
962,Hitesh Dubey,Male,38,Sales,Sales Executive,58,null,2025-11-05,26500.00
963,Ishita Banerjee,Female,49,Sales,Cashier,58,null,2025-06-11,22000.00
964,Bharat Gill,Male,56,Sales,Cashier,58,null,2025-05-22,23500.00
965,Rajiv Sinha,Male,57,Sales,Cashier,58,null,2025-04-25,23000.00
966,Saanvi Chauhan,Female,30,Sales,Store Manager,59,null,2022-08-13,71500.00
967,Bharat Jain,Male,22,Sales,Sales Executive,59,null,2022-11-10,28000.00
968,Vivaan Chatterjee,Male,23,Sales,Sales Executive,59,null,2022-08-04,29000.00
969,Vijay Hegde,Male,22,Sales,Sales Executive,59,null,2022-08-04,27500.00
970,Vivaan Agarwal,Male,22,Sales,Sales Executive,59,null,2022-09-23,28000.00
971,Farhan Sehgal,Male,24,Sales,Sales Executive,59,null,2022-08-30,27000.00
972,Akshay Pandey,Male,32,Sales,Sales Executive,59,null,2022-02-22,30000.00
973,Ajay Pai,Male,24,Sales,Sales Executive,59,null,2022-09-16,28500.00
974,Samar Desai,Male,25,Sales,Sales Executive,59,null,2022-09-24,27000.00
975,Akhil Saxena,Male,23,Sales,Sales Executive,59,null,2022-11-11,28500.00
976,Ajay Gupta,Male,26,Sales,Sales Executive,59,null,2022-03-11,29000.00
977,Hemant Shah,Male,22,Sales,Sales Executive,59,null,2022-09-23,27500.00
978,Samar Gill,Male,26,Sales,Cashier,59,null,2022-02-21,22000.00
979,Ojasvi Joshi,Female,30,Sales,Cashier,59,null,2022-03-12,23500.00
980,Tushar Pandey,Male,31,Sales,Store Manager,60,null,2023-04-11,69500.00
981,Naina Arora,Female,32,Sales,Sales Executive,60,null,2023-01-09,27500.00
982,Aarav Naidu,Male,33,Sales,Sales Executive,60,null,2023-06-12,29000.00
983,Chirag Puri,Male,30,Sales,Sales Executive,60,null,2023-07-23,28000.00
984,Eshan Dubey,Male,32,Sales,Sales Executive,60,null,2023-02-24,27500.00
985,Akhil Puri,Male,27,Sales,Sales Executive,60,null,2023-09-25,27000.00
986,Harpreet Siddiqui,Other,34,Sales,Sales Executive,60,null,2023-08-18,29500.00
987,Saanvi Dubey,Female,32,Sales,Sales Executive,60,null,2023-10-28,29000.00
988,Palak Jain,Female,34,Sales,Sales Executive,60,null,2023-03-28,28500.00
989,Hemant Goyal,Male,28,Sales,Sales Executive,60,null,2023-08-25,27000.00
990,Gaurav Ghosh,Male,28,Sales,Sales Executive,60,null,2023-06-16,28000.00
991,Varun Nambiar,Male,26,Sales,Sales Executive,60,null,2023-03-21,27000.00
992,Omkar Desai,Male,32,Sales,Cashier,60,null,2023-04-28,21500.00
993,Yamini Siddiqui,Female,30,Sales,Cashier,60,null,2023-06-01,22000.00
994,Shubham Bajaj,Male,31,Sales,Store Manager,61,null,2026-07-01,67000.00
995,Aarav Yadav,Male,57,Sales,Sales Executive,61,null,2026-06-21,28000.00
996,Aanya Verma,Female,60,Sales,Sales Executive,61,null,2026-04-07,29500.00
997,Shiv Tiwari,Other,55,Sales,Sales Executive,61,null,2026-06-19,28000.00
998,Chirag Bhat,Male,53,Sales,Sales Executive,61,null,2026-06-14,30000.00
999,Kiara Ali,Female,63,Sales,Sales Executive,61,null,2026-01-10,29500.00
1000,Jai Kaur,Male,64,Sales,Sales Executive,61,null,2026-01-24,30000.00
1001,Jai Subramanian,Male,46,Sales,Sales Executive,61,null,2026-05-02,27500.00
1002,Yash Goyal,Male,53,Sales,Sales Executive,61,null,2026-06-17,29500.00
1003,Palak Ghosh,Female,58,Sales,Sales Executive,61,null,2026-06-27,29500.00
1004,Tanya Fernandes,Female,51,Sales,Sales Executive,61,null,2026-06-13,27500.00
1005,Manav Krishnan,Male,58,Sales,Sales Executive,61,null,2026-05-24,29000.00
1006,Leena Chopra,Female,59,Sales,Cashier,61,null,2026-02-05,23000.00
1007,Aarav Shetty,Male,54,Sales,Cashier,61,null,2026-04-01,23000.00
1008,Lakshay Gupta,Male,33,Sales,Store Manager,62,null,2023-10-04,70500.00
1009,Rohan Dutta,Male,31,Sales,Sales Executive,62,null,2023-08-04,27000.00
1010,Bhavna Bajaj,Female,34,Sales,Sales Executive,62,null,2023-09-28,28000.00
1011,Hitesh Verma,Male,29,Sales,Sales Executive,62,null,2023-07-23,27500.00
1012,Tanvi George,Female,34,Sales,Sales Executive,62,null,2023-12-02,29500.00
1013,Hitesh Shetty,Male,32,Sales,Sales Executive,62,null,2023-11-05,28500.00
1014,Ritvik Khanna,Male,27,Sales,Sales Executive,62,null,2023-08-20,28000.00
1015,Ishita Shetty,Female,29,Sales,Sales Executive,62,null,2023-04-30,29500.00
1016,Ishita Siddiqui,Female,30,Sales,Sales Executive,62,null,2023-12-01,29000.00
1017,Ekta Shah,Female,35,Sales,Sales Executive,62,null,2023-03-02,28000.00
1018,Rajiv Goyal,Male,29,Sales,Sales Executive,62,null,2023-09-17,27000.00
1019,Varun Kumar,Male,33,Sales,Sales Executive,62,null,2023-04-16,29500.00
1020,Meera Siddiqui,Female,35,Sales,Cashier,62,null,2023-12-19,22500.00
1021,Lakshay Joshi,Male,30,Sales,Cashier,62,null,2023-04-16,21500.00
1022,Radhika Srivastava,Female,29,Sales,Store Manager,63,null,2025-01-09,68500.00
1023,Imran Yadav,Male,49,Sales,Sales Executive,63,null,2025-01-14,29500.00
1024,Jai Rana,Male,56,Sales,Sales Executive,63,null,2025-06-13,30500.00
1025,Ayesha Bhat,Female,56,Sales,Sales Executive,63,null,2025-03-06,29500.00
1026,Uday Chauhan,Male,59,Sales,Sales Executive,63,null,2025-05-15,29500.00
1027,Jatin Ansari,Male,49,Sales,Sales Executive,63,null,2025-06-28,28000.00
1028,Samar Pandey,Male,38,Sales,Sales Executive,63,null,2025-09-25,27500.00
1029,Krish Tyagi,Male,40,Sales,Sales Executive,63,null,2025-10-19,28500.00
1030,Palak Verma,Female,36,Sales,Sales Executive,63,null,2025-11-01,27000.00
1031,Naman Vohra,Male,41,Sales,Sales Executive,63,null,2025-08-08,28000.00
1032,Krish Siddiqui,Male,41,Sales,Sales Executive,63,null,2025-08-20,27000.00
1033,Jai Chatterjee,Male,50,Sales,Sales Executive,63,null,2025-05-21,29000.00
1034,Esha Mishra,Female,42,Sales,Cashier,63,null,2025-09-06,21500.00
1035,Aanya Chatterjee,Female,41,Sales,Cashier,63,null,2025-09-25,21000.00
