customer_id,customer_name,gender,age,city,state,region,join_date,first_purchase_date,latest_purchase_date,customer_lifetime_orders,customer_lifetime_revenue,customer_lifetime_profit,average_order_value,preferred_product,preferred_category,preferred_brand,preferred_sales_channel,preferred_payment_method,customer_revenue_contribution_percentage,customer_gross_profit_contribution_percentage,is_repeat_customer
8361,"Pragya Kumar Sheikh",Female,22,Bhopal,"Madhya Pradesh",Central,2022-11-17,2023-02-25,2023-02-25,1,26343.65,4000.49,26343.65,"Legion Go",Gaming,Lenovo,"Offline Store",UPI,0.0004,0.0010,No
8362,"Shubham Jit Banerjee",Male,33,Guwahati,Assam,East,2023-01-07,2023-04-01,2023-04-01,1,6797.09,1172.84,6797.09,"OTG Oven","Kitchen Appliances","Morphy Richards","Offline Store",UPI,0.0001,0.0003,No
8363,"Omkar Rey Rao",Male,20,Chandigarh,Punjab,North,2024-12-27,2025-07-19,2025-07-19,1,54363.28,2260.96,54363.28,"Pixel 9a",Smartphones,Google,Website,UPI,0.0007,0.0006,No
8364,"Rishabh Anand Mehta",Male,23,Faridabad,Haryana,North,2021-10-19,2021-10-22,2024-07-01,2,74654.38,4512.08,37327.19,"Nord 5",Smartphones,OnePlus,Website,UPI,0.0010,0.0011,Yes
8365,"Dhruv Veer Mathew",Male,39,Ahmedabad,Gujarat,West,2024-06-29,2024-12-07,2024-12-07,1,97261.62,13405.88,97261.62,"Swift X 14",Accessories,Acer,"Offline Store",Card,0.0013,0.0034,No
8366,"Aditya Hari Thomas",Male,27,Chennai,"Tamil Nadu",South,2017-12-30,2018-11-24,2019-11-09,2,257731.40,6997.98,128865.70,"OnePlus 13R",Smartphones,Anker,"Offline Store",Cash,0.0035,0.0018,Yes
8367,"Ananya Rey Tomar",Female,38,Guwahati,Assam,East,2024-12-15,2025-05-23,2025-05-23,1,52871.89,1832.77,52871.89,"Xiaomi 15 Ultra",Smartphones,Xiaomi,"Offline Store",Card,0.0007,0.0005,No
8368,"Vivaan Prakash Kaur",Male,27,Chennai,"Tamil Nadu",South,2017-05-28,2017-06-10,2017-09-08,3,163011.20,13239.09,54337.07,"Pixel 9a",Accessories,Huawei,"Offline Store",Cash,0.0022,0.0033,Yes
8369,"Bhavna Pal Pawar",Female,40,Ludhiana,Punjab,North,2024-02-01,2024-05-13,2024-05-13,1,47964.10,265.00,47964.10,"Galaxy S25+",Smartphones,Samsung,Amazon,UPI,0.0007,0.0001,No
8370,"Rajesh Avi Lamba",Male,30,Chennai,"Tamil Nadu",South,2020-05-18,2020-10-25,2025-12-10,3,423902.77,17930.98,141300.92,"iPhone 16 Pro",Laptops,Acer,"Offline Store",UPI,0.0057,0.0045,Yes
8371,"Anjali Deep Joseph",Female,40,Bhopal,"Madhya Pradesh",Central,2024-08-02,2025-02-14,2025-07-26,2,102250.50,3660.22,51125.25,"Redmi Note 14 Pro+",Smartphones,Samsung,"Mobile App",Card,0.0014,0.0009,Yes
8372,"Harsh Kumar Khanna",Male,33,Ludhiana,Punjab,North,2023-10-18,2024-10-31,2024-10-31,1,35020.78,186.36,35020.78,"GT 7",Smartphones,Apple,"Offline Store",Cash,0.0005,0.0000,No
8373,"Ira Prakash Pillai",Female,19,Kolkata,"West Bengal",East,2025-07-07,2025-12-23,2025-12-23,1,29252.35,3.25,29252.35,"Galaxy M36",Smartphones,Samsung,"Offline Store",Cash,0.0004,0.0000,No
8374,"Vivaan Prem Gill",Male,29,Bhopal,"Madhya Pradesh",Central,2018-09-11,2018-09-23,2021-11-20,2,21710.63,2540.21,10855.31,"Redmi 14C",Smartphones,Apple,"Offline Store",Cash,0.0003,0.0006,Yes
8375,"Chirag Surya Kaur",Male,22,Patna,Bihar,East,2022-12-15,2023-01-27,2024-06-02,2,69329.83,2851.51,34664.92,"Redmi Note 14",Smartphones,Haier,"Offline Store",Cash,0.0009,0.0007,Yes
8376,"Deepti Sai Nagpal",Female,28,Mumbai,Maharashtra,West,2017-08-22,2018-04-20,2018-04-20,1,340060.76,10113.26,340060.76,"Nord CE4 Lite",Smartphones,Anker,"Mobile App","Net Banking",0.0046,0.0025,No
8377,"Chirag Neel Dave",Male,52,Mysuru,Karnataka,South,2025-12-27,2026-01-07,2026-01-07,1,3816.60,349.28,3816.60,"USB-C Hub",Accessories,Anker,Flipkart,"Net Banking",0.0001,0.0001,No
8379,"Sanjay Deep Menon",Male,42,Panaji,Goa,West,2024-07-16,2024-11-16,2024-11-16,1,3970.08,502.76,3970.08,"USB-C Hub",Accessories,Anker,"Offline Store",UPI,0.0001,0.0001,No
8380,"Riya Ranjan Bose",Female,30,"New Delhi",Delhi,North,2020-08-13,2020-10-03,2023-09-16,3,412329.22,16564.09,137443.07,"Pixel 10",Accessories,Apple,"Mobile App",Card,0.0056,0.0042,Yes
8382,"Anushka Surya Sarin",Female,32,Mumbai,Maharashtra,West,2022-08-06,2022-08-11,2025-06-28,2,172240.58,8062.78,86120.29,"Galaxy S25",Smartphones,Noise,"Offline Store",Card,0.0023,0.0020,Yes
8383,"Vedant Avi Jadhav",Male,32,Noida,"Uttar Pradesh",North,2023-01-07,2023-05-08,2023-05-08,1,102296.23,8378.65,102296.23,"C350 Series",Televisions,Huawei,"Offline Store",Cash,0.0014,0.0021,No
8384,"Parth Tej Naidu",Male,31,Ahmedabad,Gujarat,West,2021-08-08,2021-11-05,2021-11-05,1,35650.44,1957.56,35650.44,"ULT Wear","Audio Devices",Boat,Flipkart,UPI,0.0005,0.0005,No
8385,"Diya Surya Mishra",Female,24,Mysuru,Karnataka,South,2020-12-09,2021-03-10,2021-03-10,1,104731.02,11.90,104731.02,"Galaxy Book5 360",Laptops,Samsung,"Offline Store",Cash,0.0014,0.0000,No
8387,"Kiara Vijay Tiwari",Female,32,Guwahati,Assam,East,2023-05-21,2023-06-07,2023-06-07,1,70893.70,1374.58,70893.70,"iPad Pro",Tablets,Apple,"Mobile App",Card,0.0010,0.0003,No
8388,"Nikhil Mohan Srivastava",Male,34,Ahmedabad,Gujarat,West,2023-11-16,2025-05-13,2025-05-13,1,47015.64,4121.34,47015.64,"Premium Split AC","Kitchen Appliances",Daikin,"Offline Store",UPI,0.0006,0.0010,No
8390,"Rohan Shan Parmar",Male,24,Bhopal,"Madhya Pradesh",Central,2020-12-01,2021-02-02,2021-02-02,1,30099.00,6019.80,30099.00,"Inverter Split AC","Home Appliances",Voltas,"Offline Store",UPI,0.0004,0.0015,No
8391,"Kavya Anand Kaur",Female,27,Bengaluru,Karnataka,South,2017-10-18,2019-05-16,2021-09-25,2,97911.88,4469.02,48955.94,"Galaxy M36",Smartphones,JBL,Website,UPI,0.0013,0.0011,Yes
8392,"Rajesh Nath Fernandes",Male,43,Kochi,Kerala,South,2025-06-09,2025-09-23,2025-09-23,1,119692.72,13.60,119692.72,"MacBook Air (M4)",Laptops,Apple,"Offline Store",UPI,0.0016,0.0000,No
8393,"Ashish Kumar Mirza",Male,33,Jaipur,Rajasthan,North,2023-03-27,2023-04-15,2023-04-15,1,20272.08,1474.86,20272.08,"Venu 3","Smart Watches",Garmin,Website,"Net Banking",0.0003,0.0004,No
8394,"Anurag Ravi Kamble",Male,21,Ahmedabad,Gujarat,West,2023-09-10,2023-10-28,2023-10-28,1,21964.45,317.33,21964.45,"Narzo 80 Pro",Smartphones,Realme,"Offline Store",Card,0.0003,0.0001,No
8395,"Uday Veer Shinde",Male,25,Ahmedabad,Gujarat,West,2019-11-07,2020-11-16,2021-11-26,2,60954.72,2104.58,30477.36,"Redmi Note 14 Pro+",Smartphones,Apple,"Offline Store",UPI,0.0008,0.0005,Yes
8397,"Nupur Veer Sethi",Female,52,Bengaluru,Karnataka,South,2025-07-23,2025-11-18,2025-11-18,1,205850.06,3892.54,205850.06,"OmniBook X",Laptops,HP,"Offline Store",UPI,0.0028,0.0010,No
8398,"Ayesha Rey D'Souza",Female,30,Bhubaneswar,Odisha,East,2019-09-22,2020-03-21,2022-12-03,3,38520.08,3758.38,12840.03,"Redmi Pad 2",Tablets,Anker,Website,Cash,0.0005,0.0009,Yes
8400,"Atharv Shan Khatri",Male,38,Ahmedabad,Gujarat,West,2024-06-29,2024-10-05,2024-10-05,1,226759.14,17887.39,226759.14,"MacBook Air (M4)",Laptops,Apple,"Offline Store",UPI,0.0031,0.0045,No
8401,"Tarun Neel Joseph",Male,22,Pune,Maharashtra,West,2022-07-26,2022-07-27,2026-05-17,3,306521.87,9099.91,102173.96,"Edge 60 Pro",Smartphones,Motorola,"Offline Store",Card,0.0042,0.0023,Yes
8402,"Rakesh Raj Dhillon",Male,28,Kolkata,"West Bengal",East,2016-09-14,2017-09-10,2018-08-28,4,286880.46,21616.83,71720.11,"Inverter Split AC","Audio Devices",Samsung,"Offline Store",UPI,0.0039,0.0054,Yes
8403,"Ananya Avi Bansal",Female,31,Pune,Maharashtra,West,2022-06-22,2022-07-23,2022-07-23,2,22498.65,537.61,11249.33,"Storm Infinity","Smart Watches",Boat,"Offline Store",Cash,0.0003,0.0001,Yes
8404,"Divya Vijay Chopra",Female,42,Bengaluru,Karnataka,South,2024-04-30,2024-11-08,2024-11-08,1,361187.95,13145.29,361187.95,"X200 Pro",Smartphones,"Blue Star","Offline Store",UPI,0.0049,0.0033,No
8405,"Rohit Deep Sharma",Male,31,Faridabad,Haryana,North,2022-06-09,2022-08-21,2024-12-15,2,38202.09,2537.59,19101.05,"U7 Series",Televisions,Hisense,"Offline Store",UPI,0.0005,0.0006,Yes
8406,"Vivek Ranjan Chatterjee",Male,56,Mumbai,Maharashtra,West,2025-10-09,2026-04-26,2026-04-26,1,287621.17,3884.01,287621.17,"Galaxy Z Flip 7",Smartphones,Bose,Website,Card,0.0039,0.0010,No
8407,"Garima Prakash Kumar",Female,20,Noida,"Uttar Pradesh",North,2024-11-26,2025-06-15,2025-06-15,1,7409.60,1026.36,7409.60,"Live 770NC","Audio Devices",JBL,"Mobile App",UPI,0.0001,0.0003,No
8408,"Rupinder Kumar Sarin",Female,30,Bhubaneswar,Odisha,East,2019-10-02,2020-08-18,2020-08-18,1,31860.06,1451.56,31860.06,"Galaxy Watch Ultra","Smart Watches",Apple,"Offline Store",Card,0.0004,0.0004,No
8409,"Shiv Hari Khatri",Others,22,Bhubaneswar,Odisha,East,2022-05-06,2022-05-13,2022-05-13,1,1998.95,221.65,1998.95,SmartTag2,Accessories,Samsung,"Offline Store",UPI,0.0000,0.0001,No
8410,"Muskan Prem Khanna",Female,32,Panaji,Goa,West,2023-07-23,2023-10-08,2023-10-08,1,62474.95,1162.63,62474.95,"Galaxy A56",Smartphones,Amazfit,Website,"Net Banking",0.0008,0.0003,No
8411,"Arjun Prem Kaur",Male,39,Hyderabad,Telangana,South,2024-02-03,2024-02-06,2024-02-06,1,125573.74,14.60,125573.74,"Spectre x360",Laptops,HP,"Mobile App",Card,0.0017,0.0000,No
8412,"Vaishnavi Jit Sethi",Female,21,"New Delhi",Delhi,North,2023-12-30,2024-01-31,2024-07-12,2,65745.42,1619.06,32872.71,"Find X8 Ultra",Smartphones,Boat,"Mobile App",Card,0.0009,0.0004,Yes
8413,"Pragya Mohan Dubey",Female,30,Jodhpur,Rajasthan,North,2020-04-19,2021-04-01,2024-01-10,2,32503.04,2325.54,16251.52,"CordZero Vacuum Cleaner","Home Appliances",LG,"Offline Store",Card,0.0004,0.0006,Yes
8414,"Madhav Ranjan Dubey",Male,31,Ludhiana,Punjab,North,2022-02-09,2022-04-04,2022-04-04,1,28066.14,2066.94,28066.14,"Frost Free Refrigerator","Home Appliances",Haier,"Offline Store",UPI,0.0004,0.0005,No
8415,"Navya Ranjan Sheikh",Female,30,Thiruvananthapuram,Kerala,South,2020-07-19,2020-11-08,2022-01-27,3,15066.44,2632.64,5022.15,"Rockerz 551 ANC","Audio Devices",Boat,"Offline Store",Card,0.0002,0.0007,Yes
8416,"Mansi Prakash Banerjee",Female,57,Bhopal,"Madhya Pradesh",Central,2025-08-02,2025-09-01,2025-09-01,1,16725.11,1203.89,16725.11,"Forerunner 970","Smart Watches",Garmin,"Offline Store",Card,0.0002,0.0003,No
8417,"Madhav Pal Banerjee",Male,30,Ahmedabad,Gujarat,West,2020-09-06,2020-11-11,2022-08-28,2,702169.16,26183.86,351084.58,SmartTag2,Accessories,Samsung,"Offline Store",Card,0.0095,0.0066,Yes
8419,"Dhruv Singh Shinde",Male,32,Gurugram,Haryana,North,2023-02-19,2023-04-04,2023-04-04,1,50565.92,2508.31,50565.92,"Redmi Note 14 Pro",Smartphones,Panasonic,Website,UPI,0.0007,0.0006,No
8420,"Rashmi Ravi Rathore",Female,22,Hyderabad,Telangana,South,2022-12-09,2023-06-12,2023-06-12,1,8899.00,2135.76,8899.00,"Redmi Buds 6 Pro","Audio Devices",Xiaomi,"Offline Store",Cash,0.0001,0.0005,No
8421,"Vedant Jay Ansari",Male,20,Gurugram,Haryana,North,2024-10-01,2025-03-27,2025-03-27,1,36963.32,4.20,36963.32,"GT 7",Smartphones,Realme,Amazon,Card,0.0005,0.0000,No
8422,"Neeraj Deep D'Souza",Male,29,"New Delhi",Delhi,North,2019-06-13,2020-02-25,2023-12-25,2,143895.24,12649.50,71947.62,"Narzo 80 Pro",Smartphones,Apple,Website,UPI,0.0020,0.0032,Yes
8423,"Jatin Rai Goel",Male,29,Jaipur,Rajasthan,North,2018-08-14,2019-06-15,2019-10-13,2,30346.31,2183.79,15173.16,"Inverter Split AC","Home Appliances","Blue Star","Offline Store",UPI,0.0004,0.0006,Yes
8424,"Rudra Tej Khatri",Male,29,Bengaluru,Karnataka,South,2019-12-15,2020-01-23,2024-11-26,3,422748.01,20155.77,140916.00,"Galaxy S25","Audio Devices",Samsung,"Offline Store",Cash,0.0057,0.0051,Yes
8425,"Rekha Ranjan Qureshi",Female,28,Indore,"Madhya Pradesh",Central,2017-04-25,2017-05-14,2021-03-11,2,78018.83,4432.94,39009.42,"Swift X 14",Laptops,Acer,"Offline Store",Card,0.0011,0.0011,Yes
8426,"Naman Neel Lamba",Male,31,Bhopal,"Madhya Pradesh",Central,2022-08-29,2022-09-21,2024-04-05,2,47479.22,3620.78,23739.61,"Galaxy Tab S10+",Tablets,Anker,"Offline Store",Cash,0.0006,0.0009,Yes
8427,"Vikram Ranjan Dubey",Male,28,Hyderabad,Telangana,South,2016-12-30,2019-06-30,2020-04-29,2,264659.93,12289.47,132329.96,"Gram Pro",Televisions,LG,"Offline Store",UPI,0.0036,0.0031,Yes
8428,"Avni Rai Mehta",Female,33,Kolkata,"West Bengal",East,2023-08-12,2023-09-11,2023-09-11,1,281013.13,8512.47,281013.13,"Spectre x360",Laptops,HP,"Offline Store",UPI,0.0038,0.0021,No
8429,"Anand Shan Chauhan",Male,29,Mumbai,Maharashtra,West,2018-02-10,2018-03-24,2020-08-14,2,180591.28,10561.36,90295.64,"Galaxy Z Fold 7",Smartphones,Daikin,"Offline Store",Cash,0.0024,0.0027,Yes
8430,"Akash Dev Kulkarni",Male,27,Indore,"Madhya Pradesh",Central,2017-11-04,2018-05-10,2019-01-29,3,95515.54,10995.90,31838.51,"iPad Pro Nano-texture",Tablets,Apple,"Offline Store",UPI,0.0013,0.0028,Yes
8431,"Aryan Rai Chopra",Male,24,Kolkata,"West Bengal",East,2020-04-12,2020-04-28,2020-10-12,2,27107.63,1889.13,13553.81,"Top Load Washing Machine","Home Appliances",Apple,"Offline Store",Cash,0.0004,0.0005,Yes
8432,"Kiara Sai Chatterjee",Female,23,Pune,Maharashtra,West,2021-11-16,2022-03-06,2022-09-26,2,82674.12,1548.64,41337.06,"Redmi Note 14 Pro+",Smartphones,JBL,"Offline Store",UPI,0.0011,0.0004,Yes
8433,"Vivaan Anand Tripathi",Male,20,Hyderabad,Telangana,South,2024-12-30,2025-11-06,2025-11-06,1,45528.56,16.14,45528.56,"Redmi Note 14 Pro",Smartphones,Samsung,"Mobile App","Net Banking",0.0006,0.0000,No
8434,"Siddharth Kumar Bansal",Male,21,Lucknow,"Uttar Pradesh",North,2023-08-25,2024-01-07,2024-01-07,1,54246.46,3207.34,54246.46,"Xiaomi 15 Ultra",Smartphones,Xiaomi,"Offline Store",UPI,0.0007,0.0008,No
8436,"Rajat Dev Tomar",Male,28,Hyderabad,Telangana,South,2016-09-22,2017-09-02,2018-05-01,3,189802.44,15132.06,63267.48,"BRAVIA 7","Smart Watches",Sony,"Offline Store",Card,0.0026,0.0038,Yes
8437,"Pooja Ranjan Mishra",Female,68,Jaipur,Rajasthan,North,2026-06-01,2026-06-22,2026-06-22,1,110723.91,1183.53,110723.91,"BRAVIA 9",Televisions,Google,"Offline Store",Card,0.0015,0.0003,No
8438,"Arnav Jay Nagpal",Male,23,Nagpur,Maharashtra,West,2021-10-09,2021-11-11,2021-11-11,1,41669.76,398.64,41669.76,"GT 7 Pro",Smartphones,Realme,"Mobile App",Card,0.0006,0.0001,No
8439,"Himani Veer Malhotra",Female,22,Guwahati,Assam,East,2022-06-24,2022-07-29,2023-12-03,3,190127.70,2171.14,63375.90,"iPhone 17 Pro",Smartphones,Apple,"Offline Store",UPI,0.0026,0.0005,Yes
8442,"Ashish Singh Qureshi",Male,39,Jodhpur,Rajasthan,North,2024-09-20,2024-09-26,2024-09-26,1,56991.37,3312.25,56991.37,"iPad Air",Tablets,Apple,"Offline Store",UPI,0.0008,0.0008,No
8443,"Rajesh Ranjan Menon",Male,42,Chandigarh,Punjab,North,2024-05-04,2024-08-21,2024-08-21,1,5981.76,814.52,5981.76,"Airdopes 311 Pro","Audio Devices",Boat,"Offline Store",Cash,0.0001,0.0002,No
8444,"Aditi Rai Kulkarni",Female,33,Coimbatore,"Tamil Nadu",South,2023-11-18,2023-12-03,2024-09-17,2,8573.96,1240.42,4286.98,"Buds Wireless 5 ANC","Audio Devices",Realme,"Offline Store",Cash,0.0001,0.0003,Yes
8445,"Tarun Anand Agarwal",Male,30,Chandigarh,Punjab,North,2019-03-24,2019-12-15,2019-12-15,1,52999.00,9539.82,52999.00,"X Pro QLED",Televisions,Xiaomi,"Offline Store",UPI,0.0007,0.0024,No
8446,"Aparna Anand Kohli",Female,33,Indore,"Madhya Pradesh",Central,2023-12-03,2024-07-21,2024-07-21,1,15949.66,1130.44,15949.66,"Watch 3R","Smart Watches",OnePlus,"Offline Store",Cash,0.0002,0.0003,No
8447,"Shruti Neel Ghosh",Female,28,Jodhpur,Rajasthan,North,2017-10-22,2019-06-07,2025-10-27,3,119059.05,2597.61,39686.35,"Xiaomi 15 Ultra",Smartphones,Xiaomi,"Offline Store",Cash,0.0016,0.0007,Yes
8448,"Anand Nath Tiwari",Male,55,Jaipur,Rajasthan,North,2025-05-10,2025-10-30,2025-10-30,1,2268.44,169.14,2268.44,"MagSafe Charger",Accessories,Apple,"Mobile App",Card,0.0000,0.0000,No
8449,"Devansh Raj Lamba",Male,41,Gurugram,Haryana,North,2024-01-28,2024-02-20,2024-02-20,1,100340.16,4676.18,100340.16,"LOQ 15",Accessories,Apple,"Mobile App",UPI,0.0014,0.0012,No
8450,"Jatin Anand Sidhu",Male,40,Lucknow,"Uttar Pradesh",North,2024-04-09,2024-10-16,2024-10-16,1,15055.35,1832.11,15055.35,"QuietComfort Ultra Headphones","Audio Devices",Bose,"Offline Store",UPI,0.0002,0.0005,No
8451,"Ishita Rai Mishra",Female,30,Jaipur,Rajasthan,North,2020-06-28,2020-10-09,2023-05-11,2,52834.39,5469.97,26417.20,"I Pro Series",Televisions,Acer,"Offline Store",Cash,0.0007,0.0014,Yes
8453,"Akhil Neel Qureshi",Male,30,Bengaluru,Karnataka,South,2020-05-28,2020-09-19,2020-09-19,1,2274.74,175.44,2274.74,"MagSafe Charger",Accessories,Apple,"Offline Store",UPI,0.0000,0.0000,No
8455,"Anushka Veer Sandhu",Female,21,Guwahati,Assam,East,2023-10-24,2024-07-07,2024-07-07,1,4288.48,685.16,4288.48,"MX Keys S",Accessories,Logitech,"Offline Store",UPI,0.0001,0.0002,No
8456,"Mukul Lal Roy",Male,23,Faridabad,Haryana,North,2021-12-12,2022-03-02,2024-04-20,3,62692.71,3619.09,20897.57,X82L,Televisions,Boat,"Offline Store",UPI,0.0009,0.0009,Yes
8457,"Ishaan Anand Sharma",Male,29,Indore,"Madhya Pradesh",Central,2018-11-29,2019-07-30,2024-04-27,2,110193.88,6235.60,55096.94,"X200 Ultra",Smartphones,Samsung,Website,"Net Banking",0.0015,0.0016,Yes
8459,"Aman Veer Tomar",Male,40,Bhopal,"Madhya Pradesh",Central,2024-05-10,2024-06-26,2024-06-26,1,44785.90,3850.76,44785.90,"Pixel Tablet",Tablets,Google,"Offline Store",Card,0.0006,0.0010,No
8460,"Vikram Anand Brar",Male,22,Visakhapatnam,"Andhra Pradesh",South,2022-11-22,2023-07-17,2023-07-17,1,25066.45,987.25,25066.45,"Inverter Split AC","Home Appliances",Voltas,"Mobile App",UPI,0.0003,0.0002,No
8461,"Rohit Rey Thomas",Male,32,Noida,"Uttar Pradesh",North,2023-11-15,2024-01-19,2024-01-19,1,109488.44,5709.02,109488.44,"Nord 5",Smartphones,OnePlus,"Offline Store",Card,0.0015,0.0014,No
8463,"Madhav Shan Goel",Male,20,Surat,Gujarat,West,2024-07-29,2025-07-25,2025-07-25,1,97323.92,4084.76,97323.92,"BRAVIA 9",Televisions,Sony,"Offline Store",UPI,0.0013,0.0010,No
8464,"Radhika Rai Ali",Female,39,Bhopal,"Madhya Pradesh",Central,2024-04-12,2024-07-08,2024-07-08,1,50142.02,2262.86,50142.02,X82L,Televisions,Sony,"Offline Store",UPI,0.0007,0.0006,No
8465,"Rekha Mohan Mishra",Female,40,Bhubaneswar,Odisha,East,2024-11-01,2026-03-08,2026-03-08,1,10079.89,876.67,10079.89,"Luna Ring","Smart Watches",Noise,"Mobile App",UPI,0.0001,0.0002,No
8468,"Mayank Sai Khanna",Male,21,Kolkata,"West Bengal",East,2023-04-11,2023-06-13,2023-06-13,1,4232.84,629.52,4232.84,"MX Keys S",Accessories,Logitech,"Offline Store",UPI,0.0001,0.0002,No
8469,"Aryan Tej Nair",Male,28,Kochi,Kerala,South,2016-02-23,2016-06-09,2023-07-23,5,143304.22,10440.22,28660.84,"iPad Pro",Tablets,Sony,"Offline Store",Card,0.0019,0.0026,Yes
8470,"Nikhil Tej Sheikh",Male,57,Patna,Bihar,East,2025-06-02,2025-10-09,2025-10-09,1,7031.40,942.10,7031.40,"USB-C Power Adapter",Accessories,Apple,Website,UPI,0.0001,0.0002,No
8471,"Jatin Kumar Prajapati",Male,22,Bengaluru,Karnataka,South,2022-08-26,2022-11-05,2022-11-05,1,16043.02,616.56,16043.02,WF-1000XM6,"Audio Devices",Sony,"Offline Store",Cash,0.0002,0.0002,No
8473,"Kavya Anand Bhatia",Female,22,Ahmedabad,Gujarat,West,2022-10-14,2022-11-19,2022-11-19,1,89630.52,8604.90,89630.52,"MatePad Pro",Tablets,Apple,"Offline Store",UPI,0.0012,0.0022,No
8477,"Hemant Prakash Kapoor",Male,20,Indore,"Madhya Pradesh",Central,2024-11-20,2025-01-05,2025-01-05,1,43180.95,1029.83,43180.95,"Edge 60",Smartphones,Motorola,Website,UPI,0.0006,0.0003,No
8479,"Devansh Jay Menon",Male,31,Chandigarh,Punjab,North,2022-11-14,2022-11-28,2022-11-28,1,2097.79,159.49,2097.79,"45W Fast Charger",Accessories,Samsung,"Offline Store",UPI,0.0000,0.0000,No
8481,"Sunita Nath Kale",Female,21,Hyderabad,Telangana,South,2023-11-16,2023-11-16,2023-11-16,1,19051.18,1291.98,19051.18,"Galaxy Watch8","Smart Watches",Samsung,"Offline Store",Cash,0.0003,0.0003,No
8482,"Himani Om Kamble",Female,30,"New Delhi",Delhi,North,2020-12-10,2020-12-14,2021-02-06,2,316888.19,3267.87,158444.09,"USB-C Power Adapter",Smartphones,Apple,Website,Card,0.0043,0.0008,Yes
8483,"Mahima Rey Dave",Female,29,Guwahati,Assam,East,2018-03-17,2019-03-23,2019-03-23,1,5249.41,614.17,5249.41,"Nirvana Ion","Audio Devices",Boat,"Offline Store",UPI,0.0001,0.0002,No
8484,"Nupur Om Shah",Female,23,Jaipur,Rajasthan,North,2021-11-17,2022-08-06,2022-08-06,1,33402.34,2185.20,33402.34,"PlayStation Portal",Gaming,Sony,"Mobile App","Net Banking",0.0005,0.0006,No
8485,"Rohit Om Siddiqui",Male,21,Coimbatore,"Tamil Nadu",South,2023-10-27,2023-11-08,2023-11-08,1,9306.55,181.33,9306.55,WH-1000XM6,"Audio Devices",Sony,"Mobile App",Card,0.0001,0.0000,No
8486,"Aman Raj Verma",Male,31,Ghaziabad,"Uttar Pradesh",North,2021-12-05,2022-01-22,2022-01-22,1,29933.55,1694.35,29933.55,"Air Purifier 3000 Series","Home Appliances",Philips,"Offline Store",UPI,0.0004,0.0004,No
8487,"Vikram Rey Bansal",Male,30,Panaji,Goa,West,2019-12-18,2020-09-03,2020-12-25,2,48218.98,1386.56,24109.49,"Realme 15 Pro",Smartphones,Apple,"Offline Store",Card,0.0007,0.0003,Yes
8489,"Abhishek Rai Mittal",Male,21,Noida,"Uttar Pradesh",North,2023-09-06,2023-09-23,2023-09-23,1,116568.69,6489.55,116568.69,"Katana 15",Laptops,MSI,"Offline Store",UPI,0.0016,0.0016,No
8490,"Ayesha Singh Arora",Female,29,Thiruvananthapuram,Kerala,South,2018-05-03,2018-10-12,2019-12-03,2,19015.93,2281.39,9507.96,"Redmi Watch 5","Smart Watches",Anker,"Offline Store",Cash,0.0003,0.0006,Yes
8491,"Parth Jit Reddy",Male,21,Jaipur,Rajasthan,North,2023-09-20,2024-05-28,2024-05-28,1,106873.00,4533.86,106873.00,"Pavilion Plus",Laptops,HP,Website,UPI,0.0014,0.0011,No
8492,"Sameer Tej Fernandes",Male,33,Lucknow,"Uttar Pradesh",North,2023-10-06,2023-10-28,2023-10-28,1,1997.18,219.88,1997.18,SmartTag2,Accessories,Samsung,"Offline Store",Cash,0.0000,0.0001,No
8493,"Sunita Sai Sethi",Female,28,Panaji,Goa,West,2016-07-24,2016-10-10,2018-08-05,3,137951.22,3622.52,45983.74,V50,Smartphones,Acer,"Offline Store",UPI,0.0019,0.0009,Yes
8494,"Abhishek Deep Ansari",Male,30,Patna,Bihar,East,2019-01-11,2019-12-10,2019-12-10,1,8591.14,991.90,8591.14,"CMF Buds Pro 2","Audio Devices",Nothing,"Offline Store",Cash,0.0001,0.0002,No
8495,"Dev Surya Menon",Male,34,Kolkata,"West Bengal",East,2023-02-24,2023-06-24,2023-06-24,1,114268.33,8895.61,114268.33,"iPad Air",Tablets,Apple,"Offline Store",Cash,0.0015,0.0022,No
8496,"Omkar Vijay Lamba",Male,31,Bhopal,"Madhya Pradesh",Central,2022-01-19,2022-03-12,2022-03-12,1,2200.07,100.77,2200.07,"MagSafe Charger",Accessories,Apple,"Mobile App",UPI,0.0000,0.0000,No
8497,"Zoya Neel Gowda",Female,41,"New Delhi",Delhi,North,2024-02-12,2024-09-08,2024-09-08,1,114674.31,1100.53,114674.31,"Gram Pro",Accessories,Anker,"Offline Store",UPI,0.0016,0.0003,No
8498,"Muskan Singh Chatterjee",Female,22,Coimbatore,"Tamil Nadu",South,2022-07-01,2022-07-02,2022-07-02,1,89865.08,5585.94,89865.08,"IdeaPad Slim 5",Laptops,Lenovo,"Mobile App",UPI,0.0012,0.0014,No
8500,"Ishita Rey Jadhav",Female,22,Lucknow,"Uttar Pradesh",North,2022-08-07,2022-10-28,2024-10-19,2,69767.67,8221.23,34883.84,iPad,Tablets,Anker,"Offline Store",Cash,0.0009,0.0021,Yes
8501,"Nupur Shan Goel",Female,30,Jaipur,Rajasthan,North,2020-03-19,2021-02-25,2021-10-16,2,146022.71,894.47,73011.35,"Galaxy A36",Smartphones,Dell,Website,Card,0.0020,0.0002,Yes
